,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,brand,model
4261,Mumbai,2013,56500,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,Audi,A6
4262,Mumbai,2015,20568,Petrol,Manual,First,18.7,1199.0,88.7,5.0,Honda,Jazz
4263,Mumbai,2015,26000,Petrol,Manual,First,15.29,1591.0,121.3,5.0,Hyundai,Creta
4264,Delhi,2012,56000,Petrol,Manual,First,18.6,1199.0,79.4,5.0,Chevrolet,Beat
4265,Coimbatore,2017,27509,Petrol,Manual,First,22.7,799.0,53.64,5.0,Datsun,redi-GO
4266,Kochi,2016,36216,Petrol,Manual,First,19.1,1197.0,81.86,5.0,Hyundai,Xcent
4267,Kolkata,2009,28888,Petrol,Automatic,First,10.0,2496.0,157.7,5.0,Mercedes-Benz,E-Class
4268,Jaipur,2011,120000,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,Maruti,Swift
4269,Kochi,2018,31396,Petrol,Manual,First,23.1,998.0,67.04,5.0,Maruti,Celerio
4270,Hyderabad,2015,79000,Diesel,Automatic,First,19.3,1968.0,141.0,5.0,Skoda,Octavia
4271,Delhi,2010,62000,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,Honda,City
4272,Chennai,2006,120000,Petrol,Automatic,Second,9.0,2997.0,218.0,5.0,Honda,Accord
4273,Mumbai,2016,53000,Petrol,Automatic,First,14.67,1798.0,177.46,5.0,Skoda,Superb
4274,Coimbatore,2010,124313,Diesel,Manual,First,12.99,2494.0,100.6,8.0,Toyota,Innova
4275,Pune,2015,26725,Petrol,Automatic,First,23.1,998.0,67.04,5.0,Maruti,Celerio
4276,Kolkata,2014,45617,Diesel,Manual,First,20.77,1248.0,88.76,7.0,Maruti,Ertiga
4277,Mumbai,2013,37000,Diesel,Automatic,First,20.0,2143.0,107.3,5.0,Mercedes-Benz,A
4278,Kochi,2010,109147,Diesel,Manual,First,14.0,2498.0,112.0,8.0,Mahindra,Xylo
4279,Ahmedabad,2014,59000,Diesel,Manual,First,25.8,1498.0,98.6,5.0,Honda,Amaze
4280,Pune,2015,28000,Petrol,Manual,First,25.17,799.0,53.3,5.0,Renault,KWID
4281,Pune,2017,4700,Petrol,Manual,First,25.17,799.0,53.3,5.0,Renault,KWID
4282,Coimbatore,2014,72469,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,Audi,Q7
4283,Pune,2014,57539,Diesel,Automatic,First,22.32,1582.0,126.32,5.0,Hyundai,Verna
4284,Delhi,2016,42000,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,Toyota,Innova
4285,Delhi,2010,62489,Petrol,Manual,First,17.0,1197.0,80.0,5.0,Hyundai,i20
4286,Mumbai,2013,51167,Petrol,Manual,First,16.47,1198.0,73.9,5.0,Volkswagen,Polo
4287,Chennai,2012,130000,Diesel,Manual,First,20.54,1598.0,103.6,5.0,Volkswagen,Vento
4288,Mumbai,2007,63000,Petrol,Manual,Second,17.7,1497.0,78.0,5.0,Honda,City
4289,Bangalore,2011,60000,Petrol,Manual,First,16.2,1599.0,103.2,5.0,Hyundai,Verna
4290,Pune,2005,123200,Petrol,Manual,Second,13.2,1495.0,94.0,5.0,Hyundai,Accent
4291,Jaipur,2011,115692,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,Skoda,Laura
4292,Coimbatore,2011,87073,Petrol,Automatic,First,10.93,2497.0,204.0,5.0,Mercedes-Benz,E-Class
4293,Kochi,2015,40901,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20
4294,Coimbatore,2013,36264,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10
4295,Delhi,2009,60000,Petrol,Manual,Second,19.81,1086.0,68.05,5.0,Hyundai,i10
4296,Pune,2018,20000,Petrol,Manual,First,17.0,1198.0,74.0,5.0,Volkswagen,Ameo
4297,Mumbai,2014,68400,Petrol,Automatic,First,12.98,2494.0,178.4,5.0,Toyota,Camry
4298,Bangalore,2013,71231,Diesel,Manual,Second,16.0,2179.0,140.0,7.0,Mahindra,XUV500
4299,Hyderabad,2011,75000,Diesel,Automatic,First,17.2,1968.0,138.1,5.0,Skoda,Superb
4300,Mumbai,2018,1997,Petrol,Automatic,First,22.5,998.0,67.0,5.0,Maruti,Wagon
4301,Pune,2016,47300,Diesel,Manual,First,24.3,1248.0,88.5,5.0,Maruti,Vitara
4302,Delhi,2012,61449,Petrol,Manual,First,0.0,1086.0,62.0,5.0,Hyundai,Santro
4303,Kochi,2013,47910,Diesel,Manual,First,20.54,1598.0,103.6,5.0,Volkswagen,Vento
4304,Hyderabad,2015,62000,Diesel,Manual,First,20.14,1498.0,88.8,5.0,Volkswagen,Polo
4305,Chennai,2012,65060,Diesel,Manual,First,22.9,1248.0,74.0,5.0,Maruti,Swift
4306,Jaipur,2008,82203,Petrol,Manual,First,19.81,1086.0,68.05,5.0,Hyundai,i10
4307,Kolkata,2013,44000,Diesel,Manual,First,16.0,2179.0,140.0,7.0,Mahindra,XUV500
4308,Coimbatore,2014,53817,Diesel,Manual,First,25.47,1248.0,88.5,7.0,Maruti,Ertiga
4309,Kochi,2013,61591,Diesel,Manual,First,16.0,2179.0,140.0,7.0,Mahindra,XUV500
4310,Jaipur,2011,86500,Diesel,Manual,Second,21.12,1248.0,88.8,5.0,Tata,Manza
4311,Pune,2009,100000,Diesel,Automatic,First,11.0,2987.0,198.5,5.0,Mercedes-Benz,E-Class
4312,Chennai,2010,87000,Petrol,Manual,First,15.6,1586.0,104.68,5.0,Maruti,SX4
4313,Hyderabad,2016,35000,Petrol,Automatic,First,20.51,998.0,67.0,5.0,Maruti,Wagon
4314,Kolkata,2016,6000,Petrol,Manual,First,20.63,1198.0,67.06,5.0,Datsun,GO
4315,Jaipur,2014,59327,Diesel,Manual,First,20.0,1399.0,68.0,5.0,Ford,Figo
4316,Coimbatore,2014,81001,Diesel,Automatic,First,17.2,1968.0,138.1,5.0,Skoda,Superb
4317,Kochi,2014,44612,Petrol,Manual,First,18.5,1197.0,80.0,5.0,Hyundai,i20
4318,Ahmedabad,2016,42388,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,Toyota,Innova
4319,Mumbai,2012,54000,Petrol,Manual,First,19.4,1198.0,86.8,5.0,Honda,Brio
4320,Mumbai,2011,83010,Diesel,Automatic,First,17.2,1968.0,138.1,5.0,Skoda,Superb
4321,Coimbatore,2016,65405,Diesel,Automatic,First,13.0,2143.0,204.0,5.0,Mercedes-Benz,E-Class
4322,Delhi,2015,36000,Diesel,Automatic,Second,12.55,2982.0,168.7,7.0,Toyota,Fortuner
4323,Pune,2008,85000,Petrol,Manual,First,16.51,1586.0,103.2,5.0,Maruti,SX4
4324,Ahmedabad,2016,35000,Diesel,Manual,First,27.3,1498.0,98.6,5.0,Honda,Jazz
4325,Mumbai,2012,54000,Petrol,Automatic,First,14.53,1794.0,138.1,5.0,Toyota,Corolla
4326,Mumbai,2007,70000,Petrol,Manual,First,16.9,1497.0,100.0,5.0,Honda,City
4327,Kolkata,2017,27001,Diesel,Automatic,First,20.68,1995.0,190.0,5.0,BMW,X1
4328,Coimbatore,2019,41075,Diesel,Manual,First,28.4,1248.0,74.0,5.0,Maruti,Swift
4329,Hyderabad,2016,26000,Diesel,Manual,First,25.32,1198.0,77.0,6.0,Mahindra,KUV
4330,Mumbai,2010,55000,Petrol,Manual,First,16.0,1198.0,90.0,5.0,Honda,Jazz
4331,Mumbai,2016,19000,Petrol,Manual,First,20.4,1197.0,81.8,5.0,Maruti,Swift
4332,Mumbai,2016,15000,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,Hyundai,Grand
4333,Chennai,2016,37000,Petrol,Manual,First,17.8,1198.0,86.7,5.0,Honda,Amaze
4334,Coimbatore,2017,38712,Petrol,Manual,First,18.9,1197.0,81.86,5.0,Hyundai,Grand
4335,Kochi,2014,52400,Diesel,Manual,First,20.54,1598.0,103.6,5.0,Volkswagen,Vento
4336,Bangalore,2016,23988,Diesel,Manual,First,28.09,1248.0,88.5,5.0,Maruti,Ciaz
4337,Kochi,2014,32283,Petrol,Automatic,Second,14.4,1598.0,103.6,5.0,Volkswagen,Vento
4338,Bangalore,2010,52000,Petrol,Manual,First,18.5,1197.0,80.0,5.0,Hyundai,i20
4339,Pune,2016,32000,Petrol,Automatic,First,16.5,1198.0,86.8,5.0,Honda,Brio
4340,Kolkata,2014,39000,Petrol,Manual,First,17.4,1497.0,117.3,5.0,Honda,City
4341,Coimbatore,2017,14149,Petrol,Manual,First,23.9,624.0,37.48,4.0,Tata,Nano
4342,Mumbai,2006,103000,Petrol,Automatic,First,10.13,3498.0,364.9,5.0,Mercedes-Benz,S
4343,Pune,2004,82000,Petrol,Manual,First,14.0,1061.0,64.0,5.0,Maruti,Wagon
4344,Mumbai,2015,34000,Petrol,Automatic,First,13.7,1798.0,157.75,5.0,Skoda,Superb
4345,Coimbatore,2016,45180,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,Audi,Q7
4346,Ahmedabad,2018,2000,Petrol,Manual,First,22.0,1197.0,81.8,5.0,Maruti,Swift
4347,Coimbatore,2011,82321,Diesel,Manual,First,12.8,2494.0,102.0,7.0,Toyota,Innova
4348,Kolkata,2011,7000,Petrol,Automatic,First,12.05,1995.0,154.0,5.0,BMW,3
4349,Delhi,2015,27000,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,Mercedes-Benz,GLA
4350,Coimbatore,2019,31271,Diesel,Manual,First,13.68,2393.0,147.8,8.0,Toyota,Innova
4351,Jaipur,2003,55000,Petrol,Manual,Third,15.9,1298.0,74.0,5.0,Maruti,Esteem
4352,Delhi,2014,24000,Diesel,Manual,First,25.2,1248.0,74.0,5.0,Maruti,Swift
4353,Hyderabad,2009,147000,Diesel,Manual,First,12.99,2494.0,100.6,7.0,Toyota,Innova
4354,Delhi,2012,72351,Diesel,Manual,First,23.59,1364.0,79.4,5.0,Toyota,Etios
4355,Chennai,2010,115000,Petrol,Manual,First,18.6,1199.0,79.4,5.0,Chevrolet,Beat
4356,Jaipur,2010,82000,Diesel,Manual,Second,13.8,1399.0,68.0,5.0,Ford,Ikon
4357,Delhi,2016,20000,Diesel,Automatic,First,19.27,2143.0,170.0,5.0,Mercedes-Benz,New
4358,Kolkata,2011,45560,Petrol,Manual,First,17.6,1496.0,88.73,5.0,Toyota,Etios
4359,Kochi,2017,57539,Diesel,Manual,First,12.8,2494.0,102.0,7.0,Toyota,Innova
4360,Kochi,2018,20004,Diesel,Automatic,First,17.54,2993.0,313.0,4.0,BMW,6
4361,Mumbai,2012,54500,Diesel,Manual,First,21.13,1498.0,108.4,5.0,Skoda,Rapid
4362,Jaipur,2016,27886,Petrol,Manual,First,22.0,814.0,55.0,5.0,Hyundai,EON
4363,Mumbai,2007,66000,Petrol,Automatic,First,11.1,2354.0,158.8,5.0,Honda,CR-V
4364,Coimbatore,2013,72202,Diesel,Automatic,First,20.0,1968.0,138.1,5.0,Skoda,Laura
4365,Delhi,2011,70000,Petrol,Manual,Second,13.4,1798.0,157.8,5.0,Skoda,Laura
4366,Jaipur,2015,78233,Diesel,Manual,First,26.0,1498.0,98.6,5.0,Honda,City
4367,Chennai,2007,120203,Diesel,Manual,Second,13.93,2179.0,138.0,7.0,Tata,New
4368,Pune,2011,20575,Petrol,Manual,First,19.0,998.0,67.1,5.0,Maruti,Zen
4369,Mumbai,2013,39879,Petrol,Manual,First,17.8,1198.0,86.7,5.0,Honda,Amaze
4370,Jaipur,2017,31056,Petrol,Manual,First,23.01,999.0,67.0,5.0,Renault,KWID
4371,Mumbai,2015,50940,Petrol,Automatic,First,19.12,1373.0,91.1,5.0,Maruti,Ciaz
4372,Coimbatore,2016,99362,Diesel,Manual,First,22.54,1396.0,88.73,5.0,Hyundai,i20
4373,Ahmedabad,2016,54000,Diesel,Manual,First,13.68,2393.0,147.8,7.0,Toyota,Innova
4374,Coimbatore,2016,54268,Diesel,Manual,First,28.09,1248.0,88.5,5.0,Maruti,Ciaz
4375,Coimbatore,2012,94521,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,Jaguar,XF
4376,Kochi,2017,38932,Petrol,Manual,First,19.1,1197.0,82.0,5.0,Hyundai,Xcent
4377,Coimbatore,2015,60395,Diesel,Automatic,First,16.12,2967.0,245.0,5.0,Porsche,Cayenne
4378,Mumbai,2016,29000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,Hyundai,Xcent
4379,Delhi,2011,58000,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,Audi,A4
4380,Coimbatore,2016,60913,Petrol,Manual,First,20.73,1373.0,91.1,5.0,Maruti,Ciaz
4381,Delhi,2011,65000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,Toyota,Innova
4382,Chennai,2015,26000,Diesel,Manual,First,15.8,2148.0,170.0,5.0,Mercedes-Benz,New
4383,Hyderabad,2016,19947,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10
4384,Chennai,2011,70816,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,Hyundai,i10
4385,Delhi,2015,54000,Diesel,Manual,First,27.39,1248.0,74.0,5.0,Maruti,Baleno
4386,Delhi,2008,138000,Petrol,Manual,First,18.2,1061.0,64.0,5.0,Maruti,Zen
4387,Chennai,2014,35000,Diesel,Automatic,First,16.46,2993.0,258.0,5.0,BMW,7
4388,Bangalore,2015,50000,Diesel,Automatic,First,11.33,4134.0,335.2,7.0,Audi,Q7
4389,Hyderabad,2011,124652,Diesel,Automatic,First,11.7,2993.0,245.0,5.0,BMW,X5
4390,Hyderabad,2013,80264,Petrol,Manual,First,21.1,1197.0,85.8,5.0,Maruti,Ritz
4391,Pune,2013,125600,Diesel,Manual,First,21.64,1461.0,84.8,5.0,Nissan,Sunny
4392,Mumbai,2015,49000,Petrol,Manual,First,14.28,1798.0,138.03,5.0,Toyota,Corolla
4393,Pune,2012,111000,Diesel,Manual,First,23.59,1364.0,67.1,5.0,Toyota,Etios
4394,Coimbatore,2016,33690,Petrol,Manual,First,14.28,1798.0,138.03,5.0,Toyota,Corolla
4395,Mumbai,2012,50000,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,Audi,A6
4396,Kolkata,2012,38092,Diesel,Manual,First,20.77,1248.0,88.8,7.0,Maruti,Ertiga
4397,Coimbatore,2017,47774,Petrol,Manual,First,18.9,1197.0,82.0,5.0,Hyundai,Grand
4398,Chennai,2009,167000,Diesel,Manual,Second,19.09,1396.0,69.0,5.0,Tata,Indigo
4399,Chennai,2019,65000,Diesel,Automatic,First,26.59,1248.0,74.0,5.0,Maruti,Swift
4400,Kolkata,2011,46000,Petrol,Manual,First,15.26,1598.0,103.5,5.0,Volkswagen,Polo
4401,Hyderabad,2017,16500,Petrol,Manual,First,23.84,1199.0,84.0,5.0,Tata,Tiago
4402,Kolkata,2016,39000,Petrol,Manual,First,17.8,1497.0,117.3,5.0,Honda,City
4403,Jaipur,2018,6000,Petrol,Manual,First,19.5,1199.0,86.76,5.0,Honda,Amaze
4404,Hyderabad,2015,60000,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,Audi,A4
4405,Chennai,2011,97320,Petrol,Automatic,First,14.4,1598.0,103.6,5.0,Volkswagen,Vento
4406,Chennai,2011,99807,Diesel,Manual,First,20.54,1598.0,103.6,5.0,Volkswagen,Vento
4407,Pune,2013,46000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,Honda,City
4408,Mumbai,2010,12000,Petrol,Manual,First,22.5,998.0,67.04,5.0,Maruti,Wagon
4409,Kolkata,2005,13002,Petrol,Automatic,First,9.3,2771.0,193.1,5.0,Skoda,Superb
4410,Kolkata,2014,26000,Diesel,Manual,First,26.0,1498.0,98.6,5.0,Honda,City
4412,Coimbatore,2016,27833,Diesel,Automatic,First,0.0,2987.0,165.0,5.0,Mercedes-Benz,M-Class
4413,Kochi,2016,51639,Petrol,Manual,First,22.74,796.0,47.3,5.0,Maruti,Alto
4414,Delhi,2015,21000,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20
4415,Bangalore,2013,90000,Diesel,Manual,First,22.7,1498.0,89.84,5.0,Ford,Ecosport
4416,Hyderabad,2015,36255,Diesel,Automatic,First,19.59,1995.0,184.0,5.0,BMW,3
4417,Chennai,2011,58000,Diesel,Automatic,Second,11.7,2993.0,245.0,5.0,BMW,X5
4418,Coimbatore,2014,48997,Petrol,Manual,Second,18.0,1198.0,86.7,5.0,Honda,Amaze
4419,Mumbai,2014,31130,Petrol,Manual,First,15.85,1499.0,110.4,5.0,Ford,EcoSport
4420,Coimbatore,2012,75668,Diesel,Automatic,First,14.74,2993.0,270.9,5.0,Jaguar,XF
4421,Delhi,2015,12000,Petrol,Manual,First,14.53,1798.0,138.0,5.0,Toyota,Corolla
4422,Pune,2014,90000,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,Hyundai,i10
4423,Kochi,2019,17320,Diesel,Automatic,First,15.8,2148.0,170.0,5.0,Mercedes-Benz,New
4424,Delhi,2011,85000,Diesel,Manual,Second,20.0,1968.0,108.5,5.0,Skoda,Laura
4425,Hyderabad,2007,130000,Diesel,Manual,First,13.1,2499.0,141.0,7.0,Ford,Endeavour
4426,Coimbatore,2013,60328,Petrol,Manual,First,15.6,1196.0,70.0,5.0,Ford,Figo
4427,Kochi,2015,34327,Petrol,Manual,First,18.0,1198.0,86.7,5.0,Honda,Amaze
4428,Mumbai,2014,75000,Diesel,Manual,First,19.1,1405.0,70.0,5.0,Tata,Indica
4429,Hyderabad,2012,86000,Diesel,Automatic,Second,14.7,1985.0,163.0,5.0,Volvo,XC60
4430,Bangalore,2017,12000,Petrol,Manual,First,22.7,799.0,53.0,5.0,Datsun,Redi
4431,Kochi,2013,57759,Petrol,Manual,First,21.1,814.0,55.2,5.0,Hyundai,EON
4432,Kolkata,2016,24300,Petrol,Manual,First,22.74,796.0,47.3,5.0,Maruti,Alto
4433,Bangalore,2011,66000,Petrol,Manual,Second,16.47,1198.0,73.9,5.0,Volkswagen,Polo
4434,Mumbai,2015,75915,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10
4435,Chennai,2013,107000,Petrol,Manual,Second,16.95,1498.0,97.7,5.0,Nissan,Sunny
4436,Chennai,2008,86000,Petrol,Manual,Second,14.53,1798.0,138.1,5.0,Toyota,Corolla
4437,Chennai,2009,160000,Diesel,Manual,Second,18.1,1493.0,110.0,5.0,Hyundai,Verna
4438,Jaipur,2019,3000,Petrol,Manual,First,24.7,796.0,47.3,5.0,Maruti,Alto
4439,Hyderabad,2015,72495,Diesel,Manual,First,21.9,1396.0,88.76,5.0,Hyundai,i20
4440,Chennai,2016,33000,Diesel,Automatic,First,19.08,1582.0,126.2,5.0,Hyundai,Verna
4441,Hyderabad,2014,60000,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,Audi,Q7
4442,Hyderabad,2016,80103,Diesel,Manual,First,25.0,1396.0,69.0,5.0,Tata,Indica
4443,Kolkata,2007,42100,Petrol,Manual,First,18.0,995.0,62.0,5.0,Chevrolet,Spark
4444,Kolkata,2018,4500,Petrol,Manual,First,18.9,1197.0,81.86,5.0,Hyundai,Grand
4445,Mumbai,2014,97000,Diesel,Manual,First,12.55,2982.0,169.0,7.0,Toyota,Fortuner
4447,Kochi,2017,51223,Petrol,Manual,First,18.9,1197.0,81.86,5.0,Hyundai,Grand
4448,Delhi,2009,64000,Petrol,Manual,First,17.0,1497.0,118.0,5.0,Honda,City
4449,Kochi,2016,56911,Petrol,Manual,First,18.6,1197.0,81.86,5.0,Hyundai,Elite
4450,Hyderabad,2015,147848,Diesel,Manual,First,12.8,2494.0,102.0,8.0,Toyota,Innova
4451,Kochi,2018,21290,Petrol,Automatic,First,13.0,4951.0,395.0,4.0,Ford,Mustang
4452,Kochi,2019,14076,Diesel,Automatic,First,11.36,2755.0,171.5,7.0,Toyota,Innova
4453,Ahmedabad,2007,75180,Petrol,Manual,First,18.2,1061.0,64.0,5.0,Maruti,Zen
4454,Jaipur,2013,92000,Diesel,Manual,Second,22.9,1248.0,74.0,5.0,Maruti,Swift
4455,Hyderabad,2015,57266,Diesel,Manual,First,20.5,1248.0,91.72,5.0,Fiat,Avventura
4456,Delhi,2007,64000,Petrol,Manual,First,18.2,998.0,67.1,5.0,Maruti,Zen
4457,Mumbai,2013,41000,Diesel,Manual,First,19.87,1461.0,83.8,5.0,Renault,Duster
4458,Delhi,2012,45999,Diesel,Manual,First,10.5,2835.0,107.2,6.0,Mitsubishi,Pajero
4459,Pune,2015,50000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,Maruti,Celerio
4460,Pune,2013,70000,Diesel,Manual,First,17.88,1405.0,48.21,5.0,Tata,Indica
4461,Kochi,2016,37540,Petrol,Manual,First,18.6,1197.0,81.86,5.0,Hyundai,Elite
4462,Hyderabad,2014,44000,Petrol,Automatic,First,23.1,998.0,67.04,5.0,Maruti,Celerio
4463,Hyderabad,2017,22500,Petrol,Manual,First,18.9,1197.0,81.86,5.0,Hyundai,Grand
4464,Delhi,2017,17431,Petrol,Manual,First,18.6,1197.0,81.83,5.0,Hyundai,i20
4465,Delhi,2014,61566,Petrol,Manual,First,17.1,1591.0,121.3,5.0,Hyundai,Verna
4466,Kochi,2014,61730,Diesel,Automatic,First,12.39,2179.0,147.51,5.0,Land,Rover
4467,Chennai,2009,68000,Petrol,Manual,First,16.1,1298.0,88.2,5.0,Maruti,Swift
4468,Mumbai,2014,29000,Petrol,Manual,First,18.0,1198.0,86.7,5.0,Honda,Amaze
4469,Hyderabad,2010,156210,Diesel,Manual,First,21.43,1364.0,87.2,5.0,Toyota,Corolla
4470,Kolkata,2013,46500,Diesel,Manual,First,27.4,1498.0,98.6,5.0,Honda,Amaze
4471,Coimbatore,2009,52830,Diesel,Automatic,Second,16.77,2967.0,241.38,5.0,Audi,A6
4472,Jaipur,2017,39867,Petrol,Manual,First,22.5,998.0,67.04,5.0,Maruti,Wagon
4473,Hyderabad,2014,58972,Diesel,Manual,First,24.2,1498.0,98.6,7.0,Honda,Mobilio
4474,Bangalore,2006,66000,Petrol,Automatic,Second,10.1,2354.0,152.0,5.0,Honda,CR-V
4475,Delhi,2013,52000,Petrol,Manual,First,17.1,1591.0,121.3,5.0,Hyundai,Verna
4476,Bangalore,2014,58000,Diesel,Automatic,First,11.72,2199.0,194.3,7.0,Hyundai,Santa
4477,Ahmedabad,2012,58000,Petrol,Automatic,First,16.95,1197.0,78.9,5.0,Hyundai,i10
4478,Hyderabad,2008,75000,Diesel,Manual,Second,17.7,1399.0,68.0,5.0,Ford,Fusion
4479,Coimbatore,2015,41008,Petrol,Manual,Second,20.36,1197.0,78.9,5.0,Hyundai,i10
4480,Jaipur,2014,65000,Diesel,Manual,First,24.4,1120.0,71.0,5.0,Hyundai,Xcent
4481,Mumbai,2015,19000,Diesel,Automatic,First,18.19,1968.0,174.5,5.0,Skoda,Superb
4482,Pune,2008,74000,Petrol,Manual,Second,16.6,1388.0,68.0,5.0,Ford,Fiesta
4483,Pune,2017,33000,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,Maruti,Baleno
4484,Mumbai,2010,95000,Diesel,Manual,Second,17.0,1896.0,105.0,5.0,Skoda,Laura
4485,Kolkata,2012,34000,Diesel,Manual,First,20.64,1498.0,108.5,5.0,Volkswagen,Vento
4486,Coimbatore,2014,102865,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,Audi,Q7
4487,Kochi,2016,52378,Petrol,Manual,First,17.0,1591.0,121.3,5.0,Hyundai,Verna
4488,Delhi,2012,38000,Diesel,Automatic,First,14.84,2143.0,170.0,5.0,Mercedes-Benz,New
4489,Kochi,2015,60334,Diesel,Manual,First,25.8,1498.0,98.6,5.0,Honda,Amaze
4490,Chennai,2010,107000,Petrol,Manual,First,16.6,1388.0,68.0,5.0,Ford,Fiesta
4491,Bangalore,2013,445000,Petrol,Manual,First,18.5,1197.0,82.9,5.0,Hyundai,i20
4492,Kolkata,2017,2196,Petrol,Manual,First,22.74,796.0,47.3,5.0,Maruti,Alto
4493,Kolkata,2010,24000,Petrol,Automatic,First,10.6,2996.0,258.0,5.0,BMW,5
4494,Coimbatore,2015,44846,Petrol,Manual,Second,14.6,1368.0,88.7,5.0,Fiat,Grande
4495,Kochi,2018,64035,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,Maruti,Dzire
4496,Mumbai,2014,45600,Diesel,Manual,First,15.1,2179.0,140.0,7.0,Mahindra,XUV500
4497,Kochi,2014,102001,Diesel,Automatic,First,11.1,2400.0,200.0,7.0,Volvo,XC90
4498,Coimbatore,2014,47439,Petrol,Manual,First,20.36,1197.0,78.9,5.0,Hyundai,i10
4499,Hyderabad,2010,193254,Diesel,Manual,First,11.5,2982.0,171.0,7.0,Toyota,Fortuner
4500,Bangalore,2016,29000,Petrol,Automatic,First,21.9,624.0,37.48,4.0,Tata,Nano
4501,Coimbatore,2016,51681,Diesel,Manual,First,19.98,1461.0,108.5,8.0,Renault,Lodgy
4502,Hyderabad,2015,50000,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,Audi,Q7
4503,Mumbai,2016,42666,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,Honda,City
4504,Jaipur,2013,65000,Diesel,Manual,Second,19.01,1461.0,108.45,5.0,Renault,Duster
4505,Jaipur,2014,18776,Petrol,Manual,First,17.8,1198.0,86.7,5.0,Honda,Amaze
4506,Jaipur,2016,6714,Petrol,Manual,First,18.0,1198.0,86.7,5.0,Honda,Amaze
4507,Pune,2009,40000,Petrol,Automatic,Second,12.05,1995.0,154.0,5.0,BMW,3
4508,Coimbatore,2011,88539,Diesel,Manual,First,23.2,1248.0,73.94,5.0,Maruti,Ritz
4509,Delhi,2012,65055,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,Honda,City
4510,Mumbai,2014,23000,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,BMW,3
4511,Chennai,2009,60000,Diesel,Manual,First,15.0,1896.0,105.0,5.0,Volkswagen,Jetta
4512,Kochi,2013,59350,Petrol,Manual,First,19.1,1197.0,85.8,5.0,Maruti,Swift
4513,Bangalore,2015,19000,Diesel,Automatic,Second,16.36,2179.0,187.7,5.0,Jaguar,XF
4514,Kochi,2016,45560,Petrol,Automatic,First,16.9,1197.0,82.0,5.0,Hyundai,Xcent
4515,Pune,2009,118000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,Toyota,Innova
4516,Chennai,2016,55000,Petrol,Manual,First,15.1,1196.0,73.0,7.0,Maruti,Eeco
4517,Delhi,2012,60000,Diesel,Automatic,Second,15.2,1968.0,140.8,5.0,Audi,A4
4518,Chennai,2007,145000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,Toyota,Innova
4519,Mumbai,2008,46810,Petrol,Manual,First,9.8,1995.0,163.5,5.0,Maruti,Grand
4520,Coimbatore,2016,62767,Diesel,Manual,First,20.34,1498.0,103.2,5.0,Volkswagen,Vento
4521,Kochi,2018,18553,Petrol,Manual,First,18.6,1197.0,81.86,5.0,Hyundai,Elite
4522,Hyderabad,2011,143143,Diesel,Manual,First,17.8,1399.0,67.0,5.0,Ford,Fiesta
4523,Coimbatore,2015,53497,Diesel,Manual,First,13.5,2477.0,175.56,7.0,Mitsubishi,Pajero
4524,Bangalore,2011,148000,Diesel,Manual,Second,14.66,2199.0,194.3,7.0,Hyundai,Santa
4525,Pune,2012,95000,Diesel,Manual,First,15.1,2179.0,140.0,7.0,Mahindra,XUV500
4526,Chennai,2015,100000,Diesel,Manual,First,12.8,2494.0,102.0,8.0,Toyota,Innova
4527,Chennai,2016,29000,Diesel,Automatic,First,11.57,2987.0,254.79,5.0,Mercedes-Benz,GLE
